,id,type,date,date_unixtime,actor,actor_id,action,title,text,text_entities,from,from_id,reply_to_message_id,photo,photo_file_size,width,height,edited,edited_unixtime,reactions,inviter,members,file,file_name,file_size,thumbnail,thumbnail_file_size,mime_type,location_information,forwarded_from,media_type,sticker_emoji,duration_seconds,poll,via_bot,place_name,address,message_id
121,123,message,2022-09-28T14:01:37,1664366497,,,,,Ок,"[{'type': 'plain', 'text': 'Ок'}]",Temir,user404658286,,,,,,,,,,,,,,,,,,,,,,,,,,
122,124,message,2022-09-28T14:01:39,1664366499,,,,,Спасибо,"[{'type': 'plain', 'text': 'Спасибо'}]",Temir,user404658286,,,,,,,,,,,,,,,,,,,,,,,,,,
123,125,message,2022-09-28T14:03:33,1664366613,,,,,А ты на какую дату записывалась?,"[{'type': 'plain', 'text': 'А ты на какую дату записывалась?'}]",Temir,user404658286,,,,,,,,,,,,,,,,,,,,,,,,,,
124,126,message,2022-09-28T14:04:38,1664366678,,,,,Я ещё 1 сентября прописалась,"[{'type': 'plain', 'text': 'Я ещё 1 сентября прописалась'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
125,127,message,2022-09-28T14:04:56,1664366696,,,,,Ну если сейчас на 10 октября есть запись это нормально?,"[{'type': 'plain', 'text': 'Ну если сейчас на 10 октября есть запись это нормально?'}]",Temir,user404658286,,,,,,,,,,,,,,,,,,,,,,,,,,
126,128,message,2022-09-28T14:07:06,1664366826,,,,,"Вероятно, да. Сейчас все приезжают к учебе. Главное, прописаться в течение двух недель после приезда","[{'type': 'plain', 'text': 'Вероятно, да. Сейчас все приезжают к учебе. Главное, прописаться в течение двух недель после приезда'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
127,129,message,2022-09-28T14:37:59,1664368679,,,,,"ты можешь на любое доступное время записаться, главное чтобы тебе было удобно","[{'type': 'plain', 'text': 'ты можешь на любое доступное время записаться, главное чтобы тебе было удобно'}]",Ange,user1111943893,127.0,,,,,,,,,,,,,,,,,,,,,,,,,
129,131,message,2022-09-28T15:14:54,1664370894,,,,,Вот это точно правильно?,"[{'type': 'plain', 'text': 'Вот это точно правильно?'}]",Temir,user404658286,120.0,,,,,,,,,,,,,,,,,,,,,,,,,
130,132,message,2022-09-28T15:15:06,1664370906,,,,,да,"[{'type': 'plain', 'text': 'да'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
131,133,message,2022-09-28T15:15:13,1664370913,,,,,Ок,"[{'type': 'plain', 'text': 'Ок'}]",Temir,user404658286,,,,,,,,,,,,,,,,,,,,,,,,,,
132,134,message,2022-09-28T15:15:29,1664370929,,,,,Женя мне кажется вообще все знает😅,"[{'type': 'plain', 'text': 'Женя мне кажется вообще все знает😅'}]",Ange,user1111943893,,,,,,2022-09-28T15:15:41,1664370941,"[{'type': 'emoji', 'count': 1, 'emoji': '❤', 'recent': [{'from': 'Temir', 'from_id': 'user404658286', 'date': '2022-09-28T15:15:41'}]}]",,,,,,,,,,,,,,,,,,
133,135,message,2022-09-28T15:22:28,1664371348,,,,,Это приезд из места жительства заграницей,"[{'type': 'plain', 'text': 'Это приезд из места жительства заграницей'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
134,136,message,2022-09-28T16:28:47,1664375327,,,,,"А если офлайн искать жилье, через что надо? Есть ли какие то риелторы помогающие или оффлайн сервисы?","[{'type': 'plain', 'text': 'А если офлайн искать жилье, через что надо? Есть ли какие то риелторы помогающие или оффлайн сервисы?'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
135,137,message,2022-09-28T16:35:12,1664375712,,,,,"Привет. На чей адрес можно отправить студенческий? Мой студенческий в другом городе Германии. А у меня еще нет квартиры, чтобы указать адрес для отправки почтой","[{'type': 'plain', 'text': 'Привет. На чей адрес можно отправить студенческий? Мой студенческий в другом городе Германии. А у меня еще нет квартиры, чтобы указать адрес для отправки почтой'}]",iPhonein,user691842768,,,,,,,,,,,,,,,,,,,,,,,,,,
136,138,message,2022-09-28T16:35:50,1664375750,,,,,"Привет, тогда тебе нужно будет забрать его лично в Hochschule","[{'type': 'plain', 'text': 'Привет, тогда тебе нужно будет забрать его лично в Hochschule'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
137,139,message,2022-09-28T16:36:35,1664375795,,,,,"Нет, его отправили уже человеку, который мои документы в Германии рассылал","[{'type': 'plain', 'text': 'Нет, его отправили уже человеку, который мои документы в Германии рассылал'}]",iPhonein,user691842768,,,,,,,,,,,,,,,,,,,,,,,,,,
138,140,message,2022-09-28T16:36:57,1664375817,,,,,"Но этот человек не может мне отправить студенческий, потому что у меня нет еще адреса","[{'type': 'plain', 'text': 'Но этот человек не может мне отправить студенческий, потому что у меня нет еще адреса'}]",iPhonein,user691842768,,,,,,,,,,,,,,,,,,,,,,,,,,
139,141,message,2022-09-28T16:38:00,1664375880,,,,,"Поэтому я думал, что она может отправить на другой адрес, если кто то согласится из вас получить его.","[{'type': 'plain', 'text': 'Поэтому я думал, что она может отправить на другой адрес, если кто то согласится из вас получить его.'}]",iPhonein,user691842768,,,,,,2022-09-28T16:58:36,1664377116,,,,,,,,,,,,,,,,,,,
140,142,message,2022-09-28T16:43:20,1664376200,,,,,Если ты в Пфаркирхене то можешь мне отправить,"[{'type': 'plain', 'text': 'Если ты в Пфаркирхене то можешь мне отправить'}]",Magz,user922135560,137.0,,,,,,,,,,,,,,,,,,,,,,,,,
141,143,message,2022-09-28T16:44:02,1664376242,,,,,Местная газета,"[{'type': 'plain', 'text': 'Местная газета'}]",Magz,user922135560,136.0,,,,,,,,,,,,,,,,,,,,,,,,,
142,144,message,2022-09-28T16:55:53,1664376953,,,,,Спасибо,"[{'type': 'plain', 'text': 'Спасибо'}]",Aza Natürlich,user1197228025,143.0,,,,,2022-09-28T17:40:00,1664379600,,,,,,,,,,,,,,,,,,,
143,145,message,2022-09-29T07:22:53,1664428973,,,,,Сколько времени делается банковская карта?,"[{'type': 'plain', 'text': 'Сколько времени делается банковская карта?'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
144,146,message,2022-09-29T07:31:59,1664429519,,,,,Ты имеешь в виду весь процесс оформления или именно изготовление карты?,"[{'type': 'plain', 'text': 'Ты имеешь в виду весь процесс оформления или именно изготовление карты?'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
145,147,message,2022-09-29T07:41:59,1664430119,,,,,Все вместе,"[{'type': 'plain', 'text': 'Все вместе'}]",Aza Natürlich,user1197228025,146.0,,,,,,,,,,,,,,,,,,,,,,,,,
146,148,message,2022-09-29T07:42:10,1664430130,,,,,Там нужна прописка?,"[{'type': 'plain', 'text': 'Там нужна прописка?'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
147,149,message,2022-09-29T07:43:57,1664430237,,,,,"Да, прописка, Steuer-ID нужны","[{'type': 'plain', 'text': 'Да, прописка, Steuer-ID нужны'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
148,150,message,2022-09-29T07:44:15,1664430255,,,,,"В первую очередь, нужно сделать Termin, без него не откроют счёт","[{'type': 'plain', 'text': 'В первую очередь, нужно сделать Termin, без него не откроют счёт'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
149,152,message,2022-09-29T07:44:48,1664430288,,,,,У меня в общей сложности весь процесс оформления занял 10 дней с получением карты,"[{'type': 'plain', 'text': 'У меня в общей сложности весь процесс оформления занял 10 дней с получением карты'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
151,154,message,2022-09-29T13:08:05,1664449685,,,,,"в шпаркассе термины с пн по чт кроме ср до 12.00, а в среду кажется с 12.00 до 15.00","[{'type': 'plain', 'text': 'в шпаркассе термины с пн по чт кроме ср до 12.00, а в среду кажется с 12.00 до 15.00'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
152,155,message,2022-09-29T13:08:12,1664449692,,,,,"сегодня была, а у меня в это время учеба","[{'type': 'plain', 'text': 'сегодня была, а у меня в это время учеба'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
153,156,message,2022-09-29T13:08:22,1664449702,,,,,поэтому в коммерцбанк пойду,"[{'type': 'plain', 'text': 'поэтому в коммерцбанк пойду'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
154,157,message,2022-09-29T13:09:01,1664449741,,,,,"а ещё они прикопались к моему казахскому паспорту, позвонили кому-то и сказали что все ок","[{'type': 'plain', 'text': 'а ещё они прикопались к моему казахскому паспорту, позвонили кому-то и сказали что все ок'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
155,158,message,2022-09-29T13:09:07,1664449747,,,,,в шпаркассе,"[{'type': 'plain', 'text': 'в шпаркассе'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
156,159,message,2022-09-29T13:10:57,1664449857,,,,,"Я просто сдался в какой то момент, и сделал карту в онлайн банке","[{'type': 'plain', 'text': 'Я просто сдался в какой то момент, и сделал карту в онлайн банке'}]",Magz,user922135560,,,,,,,,,,,,,,,,,,,,,,,,,,
157,160,message,2022-09-29T13:29:41,1664450981,,,,,Вроде же с 4 октября?,"[{'type': 'plain', 'text': 'Вроде же с 4 октября?'}]",Aza Natürlich,user1197228025,155.0,,,,,,,,,,,,,,,,,,,,,,,,,
158,161,message,2022-09-29T13:33:39,1664451219,,,,,"ну да, но там уже все занято на ближайшие дни","[{'type': 'plain', 'text': 'ну да, но там уже все занято на ближайшие дни'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
159,162,message,2022-09-29T14:43:34,1664455414,,,,,Получается надо приходить ток 4 октября и не раньше?,"[{'type': 'plain', 'text': 'Получается надо приходить ток 4 октября и не раньше?'}]",Aza Natürlich,user1197228025,,,,,,,,,,,,,,,,,,,,,,,,,,
160,163,message,2022-09-29T14:43:47,1664455427,,,,,коммерц банк за 1 день открывает,"[{'type': 'plain', 'text': 'коммерц банк за 1 день открывает'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
161,164,message,2022-09-29T14:43:50,1664455430,,,,,термин не нужен,"[{'type': 'plain', 'text': 'термин не нужен'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
162,165,message,2022-09-29T14:43:59,1664455439,,,,,вот сегодня получила ИИН и сразу открыла,"[{'type': 'plain', 'text': 'вот сегодня получила ИИН и сразу открыла'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
163,166,message,2022-09-29T14:44:09,1664455449,,,,,в течении недели отправят мне карту на адрес,"[{'type': 'plain', 'text': 'в течении недели отправят мне карту на адрес'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
164,167,message,2022-09-29T16:45:23,1664462723,,,,,"подскажите кто-нибудь, как работают сим карты, где выгоднее брать?","[{'type': 'plain', 'text': 'подскажите кто-нибудь, как работают сим карты, где выгоднее брать?'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
165,168,message,2022-09-29T16:58:27,1664463507,,,,,"Есть два типа: 1) prepaid - положил деньги - есть связь
2) по контракту - через SEPA каждый месяц списывают деньги","[{'type': 'plain', 'text': 'Есть два типа: 1) prepaid - положил деньги - есть связь\n2) по контракту - через SEPA каждый месяц списывают деньги'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
166,169,message,2022-09-29T16:58:46,1664463526,,,,,я думаю prepaid взять,"[{'type': 'plain', 'text': 'я думаю prepaid взять'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
167,170,message,2022-09-29T16:59:02,1664463542,,,,,Здесь уже кому как удобно),"[{'type': 'plain', 'text': 'Здесь уже кому как удобно)'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
168,171,message,2022-09-29T16:59:12,1664463552,,,,,а ты сама каким пользуешься?,"[{'type': 'plain', 'text': 'а ты сама каким пользуешься?'}]",Ange,user1111943893,,,,,,2022-09-29T16:59:17,1664463557,,,,,,,,,,,,,,,,,,,
169,172,message,2022-09-29T16:59:18,1664463558,,,,,"9,5€ = 3 gb","[{'type': 'plain', 'text': '9,5€ = 3 gb'}]",Zholdas,user611321815,169.0,,,,,,,,,,,,,,,,,,,,,,,,,
170,173,message,2022-09-29T16:59:24,1664463564,,,,,не выгодно,"[{'type': 'plain', 'text': 'не выгодно'}]",Zholdas,user611321815,,,,,,,,,,,,,,,,,,,,,,,,,,
171,174,message,2022-09-29T16:59:25,1664463565,,,,,У меня контракт от о2,"[{'type': 'plain', 'text': 'У меня контракт от о2'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
172,175,message,2022-09-29T16:59:33,1664463573,,,,,ну вот как будто дороговато,"[{'type': 'plain', 'text': 'ну вот как будто дороговато'}]",Ange,user1111943893,172.0,,,,,,,,,,,,,,,,,,,,,,,,,
173,176,message,2022-09-29T16:59:37,1664463577,,,,,"60 гб, безлимитные звонки, смс за 19.90","[{'type': 'plain', 'text': '60 гб, безлимитные звонки, смс за 19.90'}]",Evgenia,user5666393736,,,,,,,,,,,,,,,,,,,,,,,,,,
174,177,message,2022-09-29T16:59:51,1664463591,,,,,тут 2 пункт только если ты открыла счет в немецком банке,"[{'type': 'plain', 'text': 'тут 2 пункт только если ты открыла счет в немецком банке'}]",Zholdas,user611321815,168.0,,,,,,,,,,,,,,,,,,,,,,,,,
175,178,message,2022-09-29T16:59:59,1664463599,,,,,а для этого нужно id иметь,"[{'type': 'plain', 'text': 'а для этого нужно id иметь'}]",Zholdas,user611321815,,,,,,,,,,,,,,,,,,,,,,,,,,
176,179,message,2022-09-29T17:00:04,1664463604,,,,,я открыла,"[{'type': 'plain', 'text': 'я открыла'}]",Ange,user1111943893,,,,,,,,,,,,,,,,,,,,,,,,,,
177,180,message,2022-09-29T17:03:13,1664463793,,,,,"Контракт если что можно расторгнуть, если заплатить определеную сумму (единоразовый платёж)","[{'type': 'plain', 'text': 'Контракт если что можно расторгнуть, если заплатить определеную сумму (единоразовый платёж)'}]",Evgenia,user5666393736,,,,,,2022-09-29T17:20:58,1664464858,"[{'type': 'emoji', 'count': 1, 'emoji': '👍', 'recent': [{'from': 'Ange', 'from_id': 'user1111943893', 'date': '2022-09-29T17:20:58'}]}]",,,,,,,,,,,,,,,,,,
